293.05,2133.8,2
327.71,1953,2
332.33,2252.2,2
366.07,2062,2
330.98,2062.3,2
239.67,2110,2
346.49,2203.8,2
332.18,2104.2,2
484.4,1927.7,2
270.31,2156.7,2
399.96,1991.4,2
309.65,2122.5,2
317.9,1935.6,2
418.76,2326.5,2
311.6,2320.4,2
241.53,2132.3,2
305.58,2086.4,2
137.78,2103.2,2
300.12,1563,2
296.38,2195.3,2
284.23,2082.7,2
268.77,2103.8,2
319.84,1778.1,2
326.89,1640.5,2
265.09,2209.3,2
231.48,2141.3,2
198.42,1430.2,2
323.38,2045.2,2
303.69,2001.4,2
442.55,2165,2
461.24,1814.4,2
266.25,2022.4,2
498.94,1782.8,2
439.66,1949.3,2
448.59,1726.7,2
388.05,2166.9,2
256.05,2043.8,2
242.27,1288.9,2
297.57,2088.1,2
346.74,1765,2
408.14,1949.2,2
441.82,1833.2,2
155.59,2170.3,2
376.38,1653.6,2
286.45,2130.1,2
303.66,2128.1,2
311.05,2145.8,2
300.32,2395.1,2
336.81,1859.9,2
262.5,2136.3,2
602.12,1631.3,2
448.17,1887.7,2
309.71,2254.9,2
325.65,1879.4,2
579.32,1757.5,2
304.9,2149,2
329.31,2069.5,2
528.68,1980.3,2
319.67,2280.2,2
417.1,1988.6,2
305.53,2150,2
268.24,2217.9,2
418.35,2150.4,2
382.91,2063.8,2
301.58,1431,2
447.81,1892.6,2
204.55,2144.6,2
191.11,2218.7,2
327.65,2214.5,2
338.82,2118.2,2
303.27,2133.3,2
277.39,2297,2
342.7,2173.2,2
263.29,2090.8,2
516.14,1847.2,2
316.48,2147.1,2
168.62,2169,2
301.22,2138.8,2
347.1,1914.5,2
362.15,2149.9,2
407.96,1734.4,2
345.87,2142.2,2
198.42,1430.2,2
298.11,1946.8,2
326.73,2221.9,2
387.21,2163.4,2
385.88,2017,2
279.97,1502.2,2
301.82,2044.3,2
315.76,2223.2,2
177.64,2182,2
339.84,2115.1,2
272.45,2163.9,2
325.52,2107.2,2
536.36,2023,2
446.87,1941.3,2
342.72,2131.9,2
288.65,2258.7,2
330.77,2022.7,2
338.52,2047.5,2
302.19,2059.4,2
247.16,2099.4,2
278.28,2127.2,2
500,1500,2
364.02,2016.6,2
323.18,2206.3,2
229.53,2118.3,2
339.38,1999.3,2
484.08,1708.5,2
293.09,2134.1,2
313.19,2177.6,2
435.71,2169.2,2
374.34,1982,2
316.38,2064,2
325.67,2058.3,2
435.07,1967.5,2
273.77,2244.7,2
337.29,1157.9,2
284.35,2301.3,2
449.32,1939.9,2
328.62,2155.6,2
276.21,1562.9,2
307,2143.4,2
416.54,1960.1,2
317.15,2445,2
403.98,2136.8,2
315.41,2119.6,2
401.84,2074,2
530.48,1964.5,2
327.51,1963.9,2
363.13,2021.1,2
266.2,2185.7,2
317.44,1981.8,2
321.72,2136.2,2
293.79,2111.7,2
518.15,1734.8,2
321.91,2052.1,2
280.28,2177.3,2
479.26,1938.8,2
255.08,1920.7,2
438.67,1741.1,2
319.74,2052.6,2
322.5,2119,2
458.77,1794.5,2
513.13,1810,2
323.82,1821.6,2
306.26,2132.6,2
272.52,2406.7,2
316.55,2119.3,2
265.69,2347.3,2
210.26,1987.3,2
263.06,2179.3,2
244.51,2087.9,2
407.64,1930.1,2
267.91,2078.8,2
271.16,2247.7,2
342.15,2194.4,2
403.73,1775.2,2
443.27,1925,2
337.39,2050.3,2
304.19,2137.6,2
388.85,2089.2,2
233.15,2309.2,2
363.93,1823.6,2
478.04,1641.9,2
283.34,2212.5,2
280.36,2103.9,2
378.45,2145.4,2
258.04,2173.7,2
263.84,2113.5,2
330.15,2172.7,2
312.44,1999.7,2
287.19,2216.4,2
295.18,2049.8,2
314.29,2221.5,2
430.95,1824.8,2
300.76,2049.8,2
404.9,1953,2
284.23,2082.7,2
307.7,2344.9,2
311.32,2173.2,2
421.7,1925.2,2
376.92,2129.2,2
421.09,1863.6,2
356.35,2309.6,2
420.76,2008,2
415.59,1899.8,2
415.11,1955.3,2
318.21,2183.5,2
356.09,1907,2
228.5,2286.5,2
359.04,2048.8,2
324.31,2147.8,2
500,1500,3
264.51,787.41,3
500,1500,3
500,1500,3
376.81,1132.1,3
409.76,1036.5,3
500,1500,3
314.05,900.28,3
366.09,836.05,3
324.51,788.14,3
344.04,1349.5,3
290.3,1115.3,3
262.57,2290.6,3
349.72,1001.3,3
850.3,1225.8,3
436.99,1175.3,3
317.73,1261.9,3
339.45,964.26,3
366.16,978.45,3
311.61,1066.6,3
923.75,2403.7,3
333.59,885.6,3
322.65,893.07,3
314.64,988.83,3
500,1500,3
500,1500,3
290.43,791.39,3
789.57,2494.3,3
397.07,1066,3
371.9,1143.9,3
325.24,1886.2,3
414.8,1553,3
398.42,1207.2,3
500,1500,3
500,1500,3
315.57,1050.3,3
500,1500,3
319.01,1228.8,3
297.35,803.46,3
500.92,1189.2,3
388.9,1111.1,3
250.13,699.38,3
473.28,1108.6,3
359.65,1659.2,3
372.94,1074.4,3
501.47,1098.9,3
806.98,2726,3
339.97,876.07,3
329.27,1186.4,3
385.97,1135.7,3
500,1500,3
789.57,2494.3,3
853.91,2324.2,3
236.43,745.65,3
305.74,1417.7,3
418.51,1222.8,3
399.76,863.95,3
293.95,680.57,3
277.02,842.58,3
311.91,1405.5,3
339.8,831.2,3
506.73,1073.9,3
381.25,1119.9,3
425.17,1356.3,3
500,1500,3
340.11,1109.4,3
330.82,1323.6,3
841.08,2442,3
304.79,831.09,3
346.02,903.28,3
606.13,1206.6,3
566.69,1556.8,3
500,1500,3
403.33,893.8,3
438.25,914.96,3
372.45,815.82,3
500,1500,3
360.5,939.42,3
244.12,1193,3
231.41,1151.5,3
348.64,1049.9,3
329.42,740.53,3
264,1719.7,3
401.34,925.13,3
402.87,1840.9,3
378.45,912.76,3
398.29,1081.2,3
500,1500,3
500,1500,3
500,1500,3
500,1500,3
443.79,1070.4,3
309.85,1008.7,3
500,1500,3
965.48,2298.5,3
350.05,1008.2,3
334.06,1065.9,3
304.42,1147.3,3
367.33,774.93,3
374.65,1358.4,3
409.91,1025.6,3
317.66,1447.4,3
394.99,1479.6,3
437.17,1019.5,3
500,1500,3
830.59,2267.7,3
1075.8,2452.5,3
469.46,926.67,3
470.95,1026.6,3
266.78,2176.6,3
500,1500,3
557.53,2017.1,3
333.07,1172.7,3
500,1500,3
1398.2,2358.5,3
284.29,1063.4,3
259.34,712.72,3
273.15,2347.5,3
379.86,976.42,3
344.23,1812.7,3
408.7,1013.8,3
559.29,1341.9,3
834,2459.9,3
404.78,992.98,3
300.19,1178.4,3
500,1500,3
398,1084.8,3
381.19,1034.1,3
434.87,915.47,3
500,1500,3
453.82,1198.8,3
284.02,810.03,3
365.1,972.46,3
346.96,1174.3,3
319.6,1412.1,3
358.81,1009.1,3
500,1500,3
500,1500,3
500,1500,3
500,1500,3
324.91,1080.4,3
500,1500,3
778.42,1089.7,3
364.19,1095.1,3
312.15,699.29,3
274.3,2356.8,3
392.01,1037.9,3
360.92,1073.4,3
328.12,1014.1,3
1079.6,2346.6,3
381.34,847.39,3
500,1500,3
374.8,801.87,3
276.89,871.23,3
1473.5,2536.6,3
357.03,1205.5,3
226.58,900.73,3
703.09,1338.3,3
343.16,1259.1,3
500,1500,3
384.4,1180.5,3
500,1500,3
289.74,717.14,3
226.19,488.72,3
211.42,572.78,3
301.55,792.49,3
344.7,1094.6,3
373.77,951.25,3
500,1500,3
358.27,843.25,3
386.58,876.05,3
380.52,855.07,3
500,1500,3
373.5,1104.7,3
384.65,1077.2,3
447.52,1124.2,3
396.61,1113.2,3
307.38,1017.2,3
385.63,1157.8,3
453.84,1428.3,3
330.48,1191.6,3
500,1500,3
286.77,1187.4,3
443.72,994.75,3
413.91,1165,3
383.9,1039.8,3
226.47,2065.4,3
376.54,1225.8,3
417.3,1084.9,3
336.06,988.86,3
283.91,965.97,3
211.59,827.17,3
319.14,1239.7,3
344.08,1098.1,3
500,1500,3
425.17,1356.3,3
293.81,911.54,3
317.22,944,3
506.85,964.03,3
520.96,1035.9,3
226.47,2065.4,3
348.63,1046.7,3
516.84,1086.8,3
350.65,828.43,3
347.19,1112.1,3
303.98,954.96,3
378.45,813.12,3
398.09,1117.1,3
451.16,887.32,3
318.14,763,3
245.37,768.21,3
412.73,1105.3,3
437.17,1019.5,3
500,1500,3
1069.5,2290.3,3
500,1500,3
268.15,1118.2,3
440.69,1027.7,3
248.54,905.05,3
424.25,2452.2,3
345.91,1145.5,3
290.43,791.39,3
434.79,876.75,3
815.31,2489.7,3
500,1500,3
398.09,1117.1,3
573.1,1506.3,3
500,1500,3
500,1500,3
377.92,976.8,3
368.05,1081.1,3
500,1500,3
326.37,1103.6,3
304.79,831.09,3
400.85,1355.9,3
363.18,847.9,3
448.02,952.8,3
256.75,944.5,3
369.04,878.94,3
537.19,1087.9,3
299.46,634.48,3
337.88,886.07,3
500,1500,3
527.78,1180.9,3
500,1500,3
357.88,1240.1,3
316.5,1130.4,3
493.75,878.75,3
343.75,999.85,3
356.56,849.35,3
566.13,968.17,3
324.52,928.71,3
328.84,1097.8,3
279.82,1085.1,3
276.92,1390.2,3
934.17,2252.4,3
276.93,616.19,3
360.78,989.26,3
298.63,1056.5,3
322.47,1707.8,3
525.17,1165.7,3
473.28,1108.6,3
311.67,1229.5,3
399.76,863.95,3
327.32,2418.7,3
308.83,1135.6,3
553.26,1208,3
368.51,1051.8,3
397.12,1156.4,3
335.12,857.06,3
500,1500,3
412.48,972.62,3
287.06,932.45,3
300.68,1030.9,3
224.72,1447.2,3
370.03,872.41,3
355.09,1173.3,3
399.83,845.17,3
290.48,1116.6,3
261.96,910.04,3
500,1500,3
273.02,1100.6,3
500,1500,3
252.88,1003,3
386.24,1112,3
335.89,1104.9,3
240.98,882.22,3
500,1500,3
750.12,2292.4,3
217.59,1408.1,3
427.88,1181.4,3
381.84,987.52,3
344.04,737.63,3
345.58,1211.3,3
500,1500,3
323.09,1105.8,3
500,1500,3
254.18,1971.9,3
327.58,800.95,3
402.93,1808.5,3
519.56,1115.3,3
393.71,1120,3
367.79,944.31,3
865.02,2452.2,3
407.29,982.43,3
963.94,2399,3
500,1500,3
367.31,1345.5,3
436.81,849.73,3
286.62,2348.1,3
822.25,2234.2,3
286.4,1315,3
500,1500,3
292.61,1445.7,3
500,1500,3
500,1500,3
452.42,926.17,3
301.23,1265.8,3
500,1500,3
500,1500,3
235.12,2571.4,3
337.27,1166.1,3
316.48,1289.4,3
395.4,2034.1,3
603.49,1452.8,3
366.36,808.52,3
447.37,1459,3
359.06,1050,3
312.23,2308.7,3
435.63,770.23,3
546.21,1239.2,3
395.4,2034.1,3
305.13,943,3
248.81,1011.2,3
340.16,1063.4,3
926.34,1502.2,3
463.84,1338,3
379.1,1028.1,3
394.31,998.52,3
319.53,2354.8,3
519.73,943.34,3
290.03,578.25,3
335.62,741.97,3
361.07,1165.9,3
334.75,960.09,3
357.59,1034,3
405.96,860.8,3
365.32,1262.2,3
312.33,1006.1,3
311.68,774.89,3
