711.59,1377.7,1
550.76,1721.6,1
500,1500,1
417.56,1499.4,1
488.68,1560.5,1
760.62,1327.5,1
513.26,1178.8,1
500,1500,1
628.67,1715.4,1
500,1500,1
500,1500,1
636.87,1257,1
500,1500,1
500,1500,1
531.98,1570.7,1
642.24,1260.3,1
442.32,1985.4,1
202.68,1048.4,1
531.37,1691.4,1
554.65,1315.5,1
500,1500,1
414.8,1531.1,1
477.73,1417.8,1
764.4,1195.1,1
721.32,1246.4,1
625.99,1399.1,1
268.01,1394.9,1
611.04,1326.2,1
634.91,1681.1,1
759.45,1325.7,1
626.73,1296.1,1
433.08,676.16,1
623.47,1260.9,1
559.16,1193.3,1
687.55,1322.2,1
607.7,1872.8,1
505.96,1854.7,1
647.64,1258.1,1
268.05,1386,1
579.44,1410.3,1
480.07,1850.4,1
817.71,1225.7,1
524.66,934.58,1
675.52,1145,1
223.48,608.03,1
581.1,1322.1,1
583.63,1883.7,1
500,1500,1
558.76,1261.4,1
500,1500,1
689.15,1300.3,1
498.92,1851.1,1
556.82,1570.9,1
377.94,1716.8,1
795.12,1393.4,1
500,1500,1
475.59,1898.6,1
488.79,1536.5,1
630.78,1334.9,1
401.44,1205.5,1
500,1500,1
428.14,1533,1
481.93,1399.1,1
639.06,1307.6,1
598.52,1686,1
586.73,1253.3,1
579.55,1331.2,1
556.25,1369.6,1
567.84,1473.4,1
500,1500,1
500,1500,1
500,1500,1
475.82,1673.2,1
594.59,1430.4,1
667.04,1508.3,1
646.57,1654.1,1
500,1500,1
222.17,1350.7,1
542.39,1476.7,1
753.92,1331.5,1
734.05,1363,1
500,1500,1
471.81,1498.7,1
583.75,1431,1
547.32,1815,1
516.18,1427.7,1
544.62,1632.2,1
729.43,1365.1,1
500,1500,1
735.46,1392.5,1
687.55,1322.2,1
500,1500,1
500,1500,1
500,1500,1
569.71,997.11,1
504.14,1269.4,1
732.16,1303.2,1
629.48,1353.3,1
680.57,1261.8,1
641.88,1314.5,1
609.52,1443.3,1
500,1500,1
707.95,1237,1
681,1316.4,1
659.68,1199.6,1
500,1500,1
639.33,1282.6,1
500,1500,1
500,1500,1
726.53,1298.7,1
588.51,1294.2,1
500,1500,1
488.78,1202.9,1
674.8,1504.1,1
463.03,1805.3,1
513.84,1418.9,1
476.92,1394.1,1
651.5,1353.3,1
625.67,1325.7,1
719.76,1261.5,1
764.29,1328.6,1
500,1500,1
643.25,1652.5,1
608.41,1350.2,1
570.33,1283.9,1
500,1500,1
500,1500,1
500,1500,1
626.73,1296.1,1
697.37,1273.1,1
500,1500,1
500,1500,1
360.94,1541.8,1
720.56,1340.4,1
500,1500,1
500,1500,1
724.42,1371.6,1
500,1500,1
500,1500,1
500,1500,1
688.04,1169.8,1
534.94,1333.9,1
507.47,1749.3,1
315.71,1365.2,1
638.83,1266.6,1
495.97,2186.1,1
500,1500,1
491.85,1731.5,1
742.52,1870.9,1
679.52,1296.6,1
456.76,1715.2,1
555.15,1662.5,1
414.73,1636.2,1
691.24,1268.3,1
772.45,1204.3,1
547.4,1109.5,1
662.67,1427.1,1
495.97,2186.1,1
671.09,1316.9,1
903.39,1525.9,1
667.18,1446.6,1
558,1300.8,1
500,1500,1
653.56,1294.2,1
259.23,1753.2,1
500,1500,1
577.27,1407.2,1
500,1500,1
491.87,1516.6,1
500,1500,1
500,1500,1
603.07,1387.9,1
422.38,1536.2,1
770.16,1211.6,1
552.57,1626.3,1
500,1500,1
500,1500,1
534.38,1231.6,1
747.75,1254.7,1
500,1500,1
500,1500,1
643.29,1254,1
866.81,1296.4,1
569.66,1608.3,1
711.57,1255.5,1
500,1500,1
507.84,1759.6,1
629.22,1240.6,1
285.22,1543.1,1
543.29,1683.9,1
655.46,1312.2,1
610.96,1426.2,1
657.76,1187.2,1
654.69,947.24,1
660.54,1529.7,1
852.77,1314.2,1
615.39,1274,1
500,1500,1
500,1500,1
506.81,1260.2,1
724.82,1372.2,1
500,1500,1
500,1500,1
500,1500,1
716.16,1772.6,1
1431.5,1824.1,1
591.25,1412.1,1
569.91,1266.6,1
622.19,1497,1
500,1500,1
500,1500,1
564,1725.8,1
276.3,942.31,1
763.78,1207.6,1
635.78,1204.8,1
469.16,1153.2,1
459.89,1656.7,1
453.24,1406.8,1
502.63,1778.7,1
820.36,1215.3,1
658.81,1213,1
500,1500,1
559.03,2350.2,1
500,1500,1
547.47,1636.5,1
663.71,1403.7,1
500,1500,1
500,1500,1
488.68,1107,1
517.58,900.42,1
500,1500,1
854.13,1383.6,1
660.22,1372.7,1
489.57,1300.6,1
596.66,1656.2,1
500,1500,1
584.65,1511.2,1
517.69,1849.8,1
584.65,1511.2,1
1047.2,1542.4,1
535.84,1486.3,1
633.44,1525.5,1
1240.8,2338.7,1
567.35,1309.9,1
456.28,1896.5,1
500,1500,1
615.31,1343.2,1
483.91,1287.4,1
630.72,1402.4,1
724.66,1288.1,1
500,1500,1
500,1500,1
500,1500,1
334.52,627.48,1
495.02,1851.7,1
278.06,1654.7,1
583.75,1431,1
684.24,1366.6,1
1151.1,2281.3,1
604.67,1283.9,1
943.59,1473.3,1
583.06,1278.6,1
457.33,1543.8,1
590.53,1318.8,1
500,1500,1
782.35,1335.7,1
697.31,1113,1
508.29,1891.2,1
500,1500,1
711.43,1281.9,1
521.19,899.45,1
774.02,1321.4,1
627.09,1166.8,1
634.87,1274.1,1
516.63,1693.6,1
498.38,1943.5,1
456.28,1896.5,1
346.98,1321.8,1
640.71,1427,1
782.01,1300,1
500,1500,1
650.99,1293.2,1
505.96,1854.7,1
500,1500,1
587.04,1075.6,1
608.72,1110.8,1
654.96,1265.5,1
500,1500,1
538.55,1292.4,1
365.89,1249.4,1
469.16,1153.2,1
571.99,1026.4,1
500,1500,1
570.15,1488.9,1
631.3,1429.7,1
1282.4,2065.8,1
669.57,972.44,1
500,1500,1
680.86,1226.6,1
500,1500,1
678.25,1447.3,1
834.98,1341.3,1
500,1500,1
471.89,1480.4,1
500,1500,1
608.17,1523.3,1
1292.8,2030.3,1
579.42,1451.3,1
681,1316.4,1
733.31,1305.6,1
771.05,1689.9,1
780.76,1674.3,1
396.89,1863,1
578.96,1323.5,1
684.04,1426,1
500,1500,1
402.56,1341,1
1279.9,2589.4,1
467.35,1177.1,1
699.75,1344.2,1
770.16,1211.6,1
598.52,1686,1
500,1500,1
630.19,1506.4,1
461.88,1416.7,1
500,1500,1
500,1500,1
500,1500,1
753.92,1279.4,1
500,1500,1
373.39,1527.7,1
500,1500,1
793.53,1264,1
500,1500,1
793.69,1521.4,1
500,1500,1
494.44,1694.8,1
602.55,1365.2,1
589.27,1628.7,1
692.64,1279.4,1
300.63,1269.8,1
500,1500,1
500,1500,1
509.76,1215.5,1
634.87,1274.1,1
377.42,1288.1,1
578.67,1235.2,1
500,1500,1
545.83,1225.1,1
558.64,1786.1,1
284.23,2082.7,2
312.65,2039.8,2
321.26,2098.5,2
326.26,2286.1,2
381.9,1972,2
288.58,2388.1,2
301.86,2188,2
343.7,2075.2,2
286.05,1987.9,2
308.71,2133.6,2
367.24,2025,2
285.7,2098.2,2
413.56,2027.2,2
428.86,1559.7,2
385.97,2075.6,2
380.73,1796.3,2
329.44,2071.9,2
304.08,2160.1,2
257.54,2130.3,2
353.77,2268.1,2
315.04,2106.9,2
339.38,1999.3,2
278.26,2030.3,2
282.34,1974.3,2
305.76,2086,2
323.18,2206.3,2
332.99,2015,2
278.95,2182.6,2
278.99,2064.6,2
235.86,1432,2
372.72,1807.7,2
338.04,2235.3,2
169.4,2466.9,2
274.32,1574.9,2
283.07,2120.9,2
371.38,1090.1,2
421.52,1910.8,2
334.59,2177.2,2
349.76,2070.5,2
363.04,1929.6,2
242.62,2074.4,2
324.7,2039.7,2
225.41,1162.5,2
308.7,1970.7,2
408.97,1930.9,2
316.2,2044.2,2
272.19,2138,2
472.08,1926.4,2
315.13,2362.1,2
315.05,2070.4,2
356.09,1907,2
300.32,2058.9,2
514.68,1923.8,2
235.95,2256.7,2
552.72,1671.8,2
340.31,2151,2
350.17,2197.3,2
349.73,1968.5,2
313.98,2168.9,2
341.5,2269.3,2
328.62,2155.6,2
254.34,2130.6,2
377.28,1705.3,2
293.56,2284.9,2
406.04,2128,2
274.46,1961.2,2
334.27,2012.1,2
441.35,1835.3,2
177.87,1897.8,2
261.89,2238.9,2
281.79,2141.6,2
316.2,2044.2,2
246.39,2107.7,2
392.82,2058.3,2
443.5,1669.1,2
369.65,2256.3,2
349.05,2094,2
351.21,1874.4,2
310.22,2260.1,2
600.7,1678.9,2
298.76,2129,2
359.03,2127.8,2
351.16,1444,2
278.83,1682,2
341.59,2089.6,2
382.75,2076.1,2
428.14,2022.7,2
313.69,1906.3,2
322.3,2080.4,2
443.6,1742.6,2
333.05,2054.4,2
282.95,2191.4,2
266.33,2172.6,2
193.23,2095.6,2
463.92,1816.7,2
236.68,1993.4,2
506.97,1827.6,2
270.92,2267.1,2
335.31,1988.4,2
251.5,2334,2
327.77,2083.1,2
401.84,2074,2
432.8,1894.9,2
329.69,2015.6,2
403.84,1924.9,2
372.39,1966.2,2
273.14,2010.8,2
321.98,2261.6,2
382.75,1676.5,2
347.32,2014.2,2
331.14,2260.3,2
365.79,1512.3,2
335.65,2135,2
317.06,2268.9,2
311.56,2124.7,2
471.06,1844.5,2
272.61,2036.1,2
373.34,2029,2
359.45,2266.1,2
287.16,2099.1,2
449.99,1768,2
308.53,2111.4,2
295.37,2313.2,2
310.09,2101,2
243.19,2246.3,2
307.2,2253.3,2
287.53,1956.1,2
340.46,2263.9,2
387.32,1990.4,2
365.81,1779.9,2
534.33,1837.3,2
320.22,2211.4,2
342.32,2382.5,2
335.96,2103.8,2
472.91,1817.8,2
335.49,2127.8,2
305.86,2162.7,2
327.6,2185.3,2
428.73,1934.2,2
298.76,2129,2
291.33,2250.1,2
276.21,1562.9,2
194.05,1912.5,2
248.34,2166.8,2
361.72,2204.4,2
513.24,1769.3,2
270.48,2133.5,2
177.3,2178.3,2
303.87,2050.3,2
312.89,2097.4,2
432.48,1869.3,2
293.95,1906.2,2
317.9,1935.6,2
317.09,1684.4,2
272.68,2089.5,2
324.3,2085.3,2
307.15,2124.3,2
